circuit_name,model,mode,credits,time_seconds,pass,fidelity,error
inter_08_fredkin,claude-sonnet-4.6,bv,0.08,4,True,1.0,
inter_09_shift_reg,claude-sonnet-4.6,bv,0.09,5,True,1.0,
inter_10_phase_est,claude-sonnet-4.6,bv,0.09,6,False,0.0,exec: 'Circuit' object has no attribute 'crz'
A01_single_y,claude-sonnet-4.6,tv,0.11,7,True,1.0,
A02_single_s,claude-sonnet-4.6,tv,0.1,7,True,1.0,
A03_single_t,claude-sonnet-4.6,tv,0.1,6,True,1.0,
A04_single_rx,claude-sonnet-4.6,tv,0.1,7,True,1.0,
A05_single_ry,claude-sonnet-4.6,tv,0.1,7,True,1.0,
A06_single_rz,claude-sonnet-4.6,tv,0.1,6,True,1.0,
A07_sqrt_x,claude-sonnet-4.6,tv,0.1,8,False,0.0,exec: name 'v' is not defined
A08_controlled_z,claude-sonnet-4.6,tv,0.11,7,True,1.0,
A09_controlled_ry,claude-sonnet-4.6,tv,0.1,7,True,1.0,
A10_controlled_rx,claude-sonnet-4.6,tv,0.1,8,False,0.933,fidelity=0.9330
A11_ccz,claude-sonnet-4.6,tv,0.11,7,False,0.0,exec: 'Circuit' object has no attribute 'ccz'
A12_iswap,claude-sonnet-4.6,tv,0.1,8,True,1.0,
A13_double_controlled_rz,claude-sonnet-4.6,tv,0.17,10,True,1.0,
A14_multi_rotation,claude-sonnet-4.6,tv,0.11,6,True,1.0,
A15_global_phase,claude-sonnet-4.6,tv,0.12,8,True,1.0,
B01_ghz_4,claude-sonnet-4.6,tv,0.13,9,True,1.0,
B02_ghz_5,claude-sonnet-4.6,tv,0.15,10,True,1.0,
B03_ghz_6,claude-sonnet-4.6,tv,0.14,8,True,1.0,
B04_ghz_8,claude-sonnet-4.6,tv,0.17,9,True,1.0,
B05_ghz_10,claude-sonnet-4.6,tv,0.17,9,True,1.0,
B06_qft_4,claude-sonnet-4.6,tv,0.2,11,True,1.0,
B07_qft_5,claude-sonnet-4.6,tv,0.28,16,False,0.0,exec: name 'π' is not defined
B08_linear_entangle_6,claude-sonnet-4.6,tv,0.16,8,True,1.0,
B09_ring_entangle_6,claude-sonnet-4.6,tv,0.17,9,True,1.0,
B10_ladder_4,claude-sonnet-4.6,tv,0.15,8,True,1.0,
B11_full_entangle_4,claude-sonnet-4.6,tv,0.16,9,True,1.0,
B12_star_entangle_5,claude-sonnet-4.6,tv,0.14,9,True,1.0,
C01_deutsch_jozsa_3,claude-sonnet-4.6,tv,0.14,9,True,1.0,
C02_deutsch_jozsa_4,claude-sonnet-4.6,tv,0.15,10,True,1.0,
C03_simon_4,claude-sonnet-4.6,tv,0.16,9,True,1.0,
C04_grover_4,claude-sonnet-4.6,tv,0.19,14,True,1.0,
C05_shor_period_4,claude-sonnet-4.6,tv,0.19,13,False,0.625,fidelity=0.6250
C06_qpe_3,claude-sonnet-4.6,tv,0.17,11,True,1.0,
C07_qpe_4,claude-sonnet-4.6,tv,0.2,13,True,1.0,
C08_hhl_3,claude-sonnet-4.6,tv,0.21,16,False,0.0,exec: 'Ry' object has no attribute 'controlled'
C09_swap_test,claude-sonnet-4.6,tv,0.11,7,True,1.0,
C10_w_state_3,claude-sonnet-4.6,tv,0.14,9,False,0.0,exec: 'Circuit' object has no attribute 'ch'
C11_w_state_4,claude-sonnet-4.6,tv,0.18,10,False,0.0,exec: 'Circuit' object has no attribute 'ch'
C12_amplitude_encode_2,claude-sonnet-4.6,tv,0.1,6,True,1.0,
C13_amplitude_encode_3,claude-sonnet-4.6,tv,0.1,6,True,1.0,
C14_quantum_adder_4,claude-sonnet-4.6,tv,0.19,12,False,0.5,fidelity=0.5000
C15_quantum_fourier_add_4,claude-sonnet-4.6,tv,0.21,12,True,1.0,
D01_hardware_eff_2,claude-sonnet-4.6,tv,0.15,8,True,1.0,
D02_hardware_eff_4,claude-sonnet-4.6,tv,0.22,12,True,1.0,
D03_uccsd_2,claude-sonnet-4.6,tv,0.13,7,True,1.0,
D04_qaoa_2layer,claude-sonnet-4.6,tv,0.4,23,False,0.2358,fidelity=0.2358
D05_vqe_ry_linear_4,claude-sonnet-4.6,tv,0.16,9,True,1.0,
D06_vqe_ry_circular_4,claude-sonnet-4.6,tv,0.21,13,True,1.0,
D07_param_shift_2,claude-sonnet-4.6,tv,0.11,6,True,1.0,
D08_data_reuploading_2,claude-sonnet-4.6,tv,0.14,9,True,1.0,
D09_alternating_layer_4,claude-sonnet-4.6,tv,0.23,12,True,1.0,
D10_strongly_entangling_3,claude-sonnet-4.6,tv,0.26,17,False,0.5,fidelity=0.5000
E01_bit_flip_3,claude-sonnet-4.6,tv,0.11,6,True,1.0,
E02_phase_flip_3,claude-sonnet-4.6,tv,0.12,9,True,1.0,
E03_shor_9,claude-sonnet-4.6,tv,0.22,13,True,1.0,
E04_steane_7_encode,claude-sonnet-4.6,tv,0.28,19,False,0.5,fidelity=0.5000
E05_surface_code_patch,claude-sonnet-4.6,tv,0.34,25,False,0.0625,fidelity=0.0625
E06_repetition_5,claude-sonnet-4.6,tv,0.14,8,True,1.0,
E07_cat_state_5,claude-sonnet-4.6,tv,0.16,10,True,1.0,
E08_logical_cnot_6,claude-sonnet-4.6,tv,0.2,13,False,0.25,fidelity=0.2500
F01_angle_encoding_4,claude-sonnet-4.6,tv,0.12,7,True,1.0,
F02_amplitude_encoding_2,claude-sonnet-4.6,tv,0.13,9,True,1.0,
F03_iqp_encoding_4,claude-sonnet-4.6,tv,0.22,12,True,1.0,
F04_qnn_layer_4,claude-sonnet-4.6,tv,0.18,10,True,1.0,
F05_qcnn_8,claude-sonnet-4.6,tv,0.23,12,True,1.0,
F06_quantum_kernel_2,claude-sonnet-4.6,tv,0.15,11,True,1.0,
F07_classifier_2,claude-sonnet-4.6,tv,0.13,8,True,1.0,
F08_qgan_generator_3,claude-sonnet-4.6,tv,0.16,9,True,1.0,
F09_barren_plateau_4,claude-sonnet-4.6,tv,0.25,14,True,1.0,
F10_expressibility_test_3,claude-sonnet-4.6,tv,0.18,11,True,1.0,
G01_qkd_e91,claude-sonnet-4.6,tv,0.14,10,True,1.0,
G02_quantum_money_3,claude-sonnet-4.6,tv,0.1,6,True,1.0,
G03_blind_quantum_4,claude-sonnet-4.6,tv,0.18,11,False,0.5,fidelity=0.5000
G04_quantum_voting_5,claude-sonnet-4.6,tv,0.16,9,True,1.0,
G05_quantum_auction_4,claude-sonnet-4.6,tv,0.28,21,False,0.0,exec: name 'ccnot' is not defined
G06_post_quantum_hash_6,claude-sonnet-4.6,tv,0.23,14,False,0.5,fidelity=0.5000
G07_quantum_commitment_3,claude-sonnet-4.6,tv,0.12,7,True,1.0,
G08_entanglement_witness_4,claude-sonnet-4.6,tv,0.18,11,True,1.0,
H01_bell_barrier,claude-sonnet-4.6,tv,0.15,9,True,1.0,
H02_bell_compressed,claude-sonnet-4.6,tv,0.1,6,True,1.0,
H03_bell_wide,claude-sonnet-4.6,tv,0.13,9,True,1.0,
H04_ghz_reversed_labels,claude-sonnet-4.6,tv,0.13,10,True,1.0,
H05_toffoli_decomposed,claude-sonnet-4.6,tv,0.21,13,False,0.0,exec: name 'ti' is not defined
H06_qft3_no_swap,claude-sonnet-4.6,tv,0.16,9,False,0.0,exec: name 'no_swap' is not defined
H07_grover2_combined_oracle,claude-sonnet-4.6,tv,0.15,9,True,1.0,
H08_cnot_reversed,claude-sonnet-4.6,tv,0.11,7,True,1.0,
H09_param_symbolic,claude-sonnet-4.6,tv,0.11,6,True,1.0,
H10_multi_gate_per_step,claude-sonnet-4.6,tv,0.16,9,True,1.0,
I01_shor_ecc_6,claude-sonnet-4.6,tv,0.29,17,False,0.25,fidelity=0.2500
I02_grover_sha256_4,claude-sonnet-4.6,tv,0.35,28,False,0.25,fidelity=0.2500
I03_grover_aes_5,claude-sonnet-4.6,tv,0.22,13,False,0.125,fidelity=0.1250
I04_lamport_sign_4,claude-sonnet-4.6,tv,0.14,8,True,1.0,
I05_quantum_random_beacon_6,claude-sonnet-4.6,tv,0.19,11,True,1.0,
I06_qkd_network_6,claude-sonnet-4.6,tv,0.18,10,True,1.0,
I07_quantum_timestamp_4,claude-sonnet-4.6,tv,0.15,9,True,1.0,
I08_kyber_lattice_6,claude-sonnet-4.6,tv,0.28,21,False,0.25,fidelity=0.2500
I09_dilithium_sign_5,claude-sonnet-4.6,tv,0.2,11,False,0.5,fidelity=0.5000
I10_pow_quantum_speedup_4,claude-sonnet-4.6,tv,0.22,15,False,0.0,fidelity=0.0000
I11_quantum_merkle_5,claude-sonnet-4.6,tv,0.2,13,False,0.5,fidelity=0.5000
I12_sphincs_hash_7,claude-sonnet-4.6,tv,0.25,14,False,0.0625,fidelity=0.0625
adv_01_qft3,claude-sonnet-4.6,tv,0.18,12,False,0.0,exec: name 'cphaseshift' is not defined
adv_02_grover3,claude-sonnet-4.6,tv,0.21,14,True,1.0,
adv_03_vqe_ansatz,claude-sonnet-4.6,tv,0.17,9,True,1.0,
adv_04_qaoa,claude-sonnet-4.6,tv,0.25,14,False,0.25,fidelity=0.2500
adv_05_qwalk,claude-sonnet-4.6,tv,0.13,7,True,1.0,
adv_06_bv,claude-sonnet-4.6,tv,0.18,11,False,0.0,fidelity=0.0000
blockchain_bb84,claude-sonnet-4.6,tv,0.12,8,True,1.0,
blockchain_bv_crypto,claude-sonnet-4.6,tv,0.12,8,True,1.0,
blockchain_coin_flip,claude-sonnet-4.6,tv,0.14,9,True,1.0,
blockchain_consensus,claude-sonnet-4.6,tv,0.24,15,True,1.0,
blockchain_grover_mining,claude-sonnet-4.6,tv,0.16,11,True,1.0,
blockchain_lattice_pqc,claude-sonnet-4.6,tv,0.18,10,True,1.0,
blockchain_oblivious_transfer,claude-sonnet-4.6,tv,0.21,11,True,1.0,
blockchain_qds,claude-sonnet-4.6,tv,0.21,13,False,0.5,fidelity=0.5000
blockchain_qrng,claude-sonnet-4.6,tv,0.1,6,True,1.0,
blockchain_qss,claude-sonnet-4.6,tv,0.15,9,True,1.0,
blockchain_vrf,claude-sonnet-4.6,tv,0.34,25,False,0.0,exec: 'Circuit' object has no attribute 'crz'
demo_01_hadamard,claude-sonnet-4.6,tv,0.09,5,True,1.0,
demo_02_cnot,claude-sonnet-4.6,tv,0.1,6,True,1.0,
demo_03_bell,claude-sonnet-4.6,tv,0.11,6,True,1.0,
demo_04_ghz,claude-sonnet-4.6,tv,0.13,8,True,1.0,
demo_05_toffoli,claude-sonnet-4.6,tv,0.1,7,True,1.0,
inter_01_swap_decomp,claude-sonnet-4.6,tv,0.12,7,True,1.0,
inter_02_qft2,claude-sonnet-4.6,tv,0.12,9,True,1.0,
inter_03_teleport_prep,claude-sonnet-4.6,tv,0.13,7,True,1.0,
inter_04_deutsch,claude-sonnet-4.6,tv,0.12,6,True,1.0,
inter_05_superdense,claude-sonnet-4.6,tv,0.13,9,True,1.0,
inter_06_grover2,claude-sonnet-4.6,tv,0.15,9,True,1.0,
inter_07_param_rot,claude-sonnet-4.6,tv,0.12,8,True,1.0,
inter_08_fredkin,claude-sonnet-4.6,tv,0.12,7,True,1.0,
inter_09_shift_reg,claude-sonnet-4.6,tv,0.14,9,True,1.0,
inter_10_phase_est,claude-sonnet-4.6,tv,0.13,8,False,0.0,exec: 'Circuit' object has no attribute 'crz'
